date,close
1551830400,3903.942626953125
1551916800,3911.484375
1552003200,3901.131591796875
1552089600,3963.313720703125
1552176000,3951.599853515625
1552262400,3905.227294921875
1552348800,3909.15625
1552435200,3906.71728515625
1552521600,3924.369140625
1552608000,3960.9111328125
1552694400,4048.725830078125
1552780800,4025.22900390625
1552867200,4032.50732421875
1552953600,4071.190185546875
1553040000,4087.476318359375
1553126400,4029.326904296875
1553212800,4023.96826171875
1553299200,4035.826416015625
1553385600,4022.168212890625
1553472000,3963.070556640625
1553558400,3985.080810546875
1553644800,4087.066162109375
1553731200,4069.107177734375
1553817600,4098.37451171875
1553904000,4106.66015625
1553990400,4105.404296875
1554076800,4158.18310546875
1554163200,4879.8779296875
1554249600,4973.02197265625
1554336000,4922.798828125
1554422400,5036.68115234375
1554508800,5059.8173828125
1554595200,5198.89697265625
1554681600,5289.77099609375
1554768000,5204.95849609375
1554854400,5324.5517578125
1554940800,5064.48779296875
1555027200,5089.5390625
1555113600,5096.58642578125
1555200000,5167.72216796875
1555286400,5067.1083984375
1555372800,5235.5595703125
1555459200,5251.93798828125
1555545600,5298.3857421875
1555632000,5303.8125
1555718400,5337.88623046875
1555804800,5314.53125
1555891200,5399.365234375
1555977600,5572.3623046875
1556064000,5464.86669921875
1556150400,5210.515625
1556236800,5279.34814453125
1556323200,5268.291015625
1556409600,5285.13916015625
1556496000,5247.3525390625
1556582400,5350.7265625
1556668800,5402.697265625
1556755200,5505.28369140625
1556841600,5768.28955078125
1556928000,5831.16748046875
1557014400,5795.70849609375
1557100800,5746.80712890625
1557187200,5829.50146484375
1557273600,5982.45751953125
1557360000,6174.52880859375
1557446400,6378.84912109375
1557532800,7204.771484375
1557619200,6972.37158203125
1557705600,7814.9150390625
1557792000,7994.416015625
1557878400,8205.16796875
1557964800,7884.9091796875
1558051200,7343.8955078125
1558137600,7271.2080078125
1558224000,8197.689453125
1558310400,7978.30908203125
1558396800,7963.32763671875
1558483200,7680.06640625
1558569600,7881.8466796875
1558656000,7987.37158203125
1558742400,8052.5439453125
1558828800,8673.2158203125
1558915200,8805.7783203125
1559001600,8719.9619140625
1559088000,8659.4873046875
1559174400,8319.47265625
1559260800,8574.501953125
1559347200,8564.0166015625
1559433600,8742.9580078125
1559520000,8208.9951171875
1559606400,7707.77099609375
1559692800,7824.2314453125
1559779200,7822.0234375
1559865600,8043.951171875
1559952000,7954.1279296875
1560038400,7688.0771484375
1560124800,8000.32958984375
1560211200,7927.71435546875
1560297600,8145.857421875
1560384000,8230.923828125
1560470400,8693.8330078125
1560556800,8838.375
1560643200,8994.48828125
1560729600,9320.3525390625
1560816000,9081.7626953125
1560902400,9273.521484375
1560988800,9527.16015625
1561075200,10144.556640625
1561161600,10701.69140625
1561248000,10855.37109375
1561334400,11011.1025390625
1561420800,11790.9169921875
1561507200,13016.2314453125
1561593600,11182.806640625
1561680000,12407.33203125
1561766400,11959.37109375
1561852800,10817.1552734375
1561939200,10583.134765625
1562025600,10801.677734375
1562112000,11961.26953125
1562198400,11215.4375
1562284800,10978.4599609375
1562371200,11208.55078125
1562457600,11450.8466796875
1562544000,12285.9580078125
1562630400,12573.8125
1562716800,12156.5126953125
1562803200,11358.662109375
1562889600,11815.986328125
1562976000,11392.37890625
1563062400,10256.05859375
1563148800,10895.08984375
1563235200,9477.6416015625
1563321600,9693.802734375
1563408000,10666.482421875
1563494400,10530.732421875
1563580800,10767.1396484375
1563667200,10599.10546875
1563753600,10343.1064453125
1563840000,9900.767578125
1563926400,9811.92578125
1564012800,9911.841796875
1564099200,9870.3037109375
1564185600,9477.677734375
1564272000,9552.8603515625
1564358400,9519.1455078125
1564444800,9607.423828125
1564531200,10085.6279296875
1564617600,10399.6689453125
1564704000,10518.1748046875
1564790400,10821.7265625
1564876800,10970.1845703125
1564963200,11805.6533203125
1565049600,11478.1689453125
1565136000,11941.96875
1565222400,11966.4072265625
1565308800,11862.9365234375
1565395200,11354.0244140625
1565481600,11523.5791015625
1565568000,11382.6162109375
1565654400,10895.830078125
1565740800,10051.7041015625
1565827200,10311.5458984375
1565913600,10374.3388671875
1566000000,10231.744140625
1566086400,10345.810546875
1566172800,10916.0537109375
1566259200,10763.232421875
1566345600,10138.0498046875
1566432000,10131.0556640625
1566518400,10407.96484375
1566604800,10159.9609375
1566691200,10138.517578125
1566777600,10370.8203125
1566864000,10185.5
1566950400,9754.4228515625
1567036800,9510.2001953125
1567123200,9598.173828125
1567209600,9630.6640625
1567296000,9757.970703125
1567382400,10346.7607421875
1567468800,10623.5400390625
1567555200,10594.4931640625
1567641600,10575.533203125
1567728000,10353.302734375
1567814400,10517.2548828125
1567900800,10441.2763671875
1567987200,10334.974609375
1568073600,10115.9755859375
1568160000,10178.3720703125
1568246400,10410.126953125
1568332800,10360.546875
1568419200,10358.048828125
1568505600,10347.712890625
1568592000,10276.7939453125
1568678400,10241.2724609375
1568764800,10198.248046875
1568851200,10266.4150390625
1568937600,10181.6416015625
1569024000,10019.716796875
1569110400,10070.392578125
1569196800,9729.32421875
1569283200,8620.56640625
1569369600,8486.9931640625
1569456000,8118.9677734375
1569542400,8251.845703125
1569628800,8245.9150390625
1569715200,8104.185546875
1569801600,8293.8681640625
1569888000,8343.2763671875
1569974400,8393.0419921875
1570060800,8259.9921875
1570147200,8205.939453125
1570233600,8151.50048828125
1570320000,7988.15576171875
1570406400,8245.623046875
1570492800,8228.783203125
1570579200,8595.740234375
1570665600,8586.4736328125
1570752000,8321.7568359375
1570838400,8336.5556640625
1570924800,8321.005859375
1571011200,8374.6865234375
1571097600,8205.369140625
1571184000,8047.52685546875
1571270400,8103.9111328125
1571356800,7973.20751953125
1571443200,7988.560546875
1571529600,8222.078125
1571616000,8243.720703125
1571702400,8078.203125
1571788800,7514.671875
1571875200,7493.48876953125
1571961600,8660.7001953125
1572048000,9244.97265625
1572134400,9551.71484375
1572220800,9256.1484375
1572307200,9427.6875
1572393600,9205.7265625
1572480000,9199.5849609375
1572566400,9261.1044921875
1572652800,9324.7177734375
1572739200,9235.3544921875
1572825600,9412.6123046875
1572912000,9342.52734375
1572998400,9360.8798828125
1573084800,9267.5615234375
1573171200,8804.880859375
1573257600,8813.58203125
1573344000,9055.5263671875
1573430400,8757.7880859375
1573516800,8815.662109375
1573603200,8808.2626953125
1573689600,8708.0947265625
1573776000,8491.9921875
1573862400,8550.7607421875
1573948800,8577.9755859375
1574035200,8309.2861328125
1574121600,8206.1455078125
1574208000,8027.26806640625
1574294400,7642.75
1574380800,7296.57763671875
1574467200,7397.796875
1574553600,7047.9169921875
1574640000,7146.1337890625
1574726400,7218.37109375
1574812800,7531.66357421875
1574899200,7463.10595703125
1574985600,7761.24365234375
1575072000,7569.6298828125
1575158400,7424.29248046875
1575244800,7321.98828125
1575331200,7320.1455078125
1575417600,7252.03466796875
1575504000,7448.3076171875
1575590400,7546.99658203125
1575676800,7556.23779296875
1575763200,7564.34521484375
1575849600,7400.8994140625
1575936000,7278.11962890625
1576022400,7217.42724609375
